,temperature,humidity,wind speed,precipitation (%),cloud cover,atmospheric pressure,uv index,season,visibility (km),location,weather type
418,23.0,43,5.0,7.0,clear,1021.71,6,Autumn,9.0,mountain,2
419,30.0,59,5.5,49.0,partly cloudy,1001.22,1,Spring,7.5,inland,0
420,-2.0,74,7.0,83.0,overcast,999.2,0,Winter,4.0,inland,3
421,15.0,88,11.0,60.0,partly cloudy,999.44,1,Autumn,3.0,mountain,1
422,28.0,71,10.5,79.0,overcast,998.57,1,Autumn,2.0,coastal,1
423,0.0,60,5.0,56.0,partly cloudy,995.59,1,Winter,1.5,mountain,3
424,33.0,67,4.5,46.0,overcast,1013.32,4,Spring,9.0,mountain,0
425,0.0,88,4.5,59.0,overcast,983.67,0,Winter,4.0,inland,3
426,32.0,68,6.0,1.0,clear,1016.28,10,Spring,9.5,mountain,2
427,28.0,66,12.5,45.0,partly cloudy,1000.76,2,Winter,9.0,inland,0
428,24.0,66,9.5,47.0,partly cloudy,1004.79,4,Winter,5.5,coastal,0
429,35.0,48,2.5,16.0,partly cloudy,1015.9,5,Autumn,7.0,mountain,2
431,-8.0,63,19.5,52.0,overcast,983.82,0,Winter,2.0,inland,3
432,21.0,59,2.5,0.0,clear,1017.02,9,Autumn,6.0,inland,2
433,11.0,70,7.0,12.0,partly cloudy,1005.16,3,Autumn,7.5,coastal,0
434,39.0,94,15.5,94.0,overcast,1010.92,5,Autumn,1.5,mountain,1
435,-5.0,87,3.5,52.0,overcast,985.21,0,Winter,1.0,inland,3
438,27.0,77,0.0,30.0,overcast,1008.97,4,Summer,8.5,mountain,0
439,39.0,60,9.5,13.0,clear,1013.69,8,Spring,8.0,coastal,2
441,13.0,83,7.0,90.0,overcast,999.27,2,Winter,1.5,inland,1
443,-1.0,93,13.5,62.0,overcast,988.34,0,Winter,3.5,inland,3
444,32.0,66,1.5,33.0,partly cloudy,1010.87,1,Spring,8.5,mountain,0
445,0.0,78,19.5,85.0,overcast,998.09,0,Winter,2.0,mountain,3
446,-4.0,61,8.0,73.0,overcast,990.23,0,Winter,3.5,mountain,3
447,-2.0,94,14.0,60.0,partly cloudy,991.2,1,Winter,3.0,inland,3
448,42.0,26,6.5,6.0,clear,1011.69,7,Summer,7.5,inland,2
449,11.0,86,16.0,64.0,overcast,990.95,2,Summer,2.5,coastal,1
450,25.0,24,7.5,18.0,clear,1027.27,5,Winter,8.5,inland,2
451,26.0,95,12.5,66.0,overcast,1009.96,1,Summer,2.5,coastal,1
452,14.0,96,16.0,59.0,overcast,1016.65,2,Spring,4.0,inland,1
453,-6.0,69,4.0,74.0,partly cloudy,982.49,1,Winter,4.0,mountain,3
454,18.0,78,3.0,15.0,partly cloudy,1011.45,2,Summer,8.5,inland,0
455,28.0,66,4.0,5.0,clear,1018.89,7,Summer,9.0,coastal,2
457,15.0,75,6.0,30.0,partly cloudy,1010.66,2,Summer,6.5,coastal,0
459,-2.0,68,9.0,97.0,overcast,988.46,0,Winter,4.0,mountain,3
460,31.0,59,14.5,20.0,overcast,1001.96,1,Spring,7.5,mountain,0
461,29.0,55,7.0,20.0,overcast,1019.91,4,Spring,5.5,inland,0
462,18.0,69,13.5,43.0,overcast,1003.49,4,Summer,7.5,mountain,0
463,17.0,54,1.5,20.0,overcast,1015.92,4,Winter,8.5,coastal,0
464,32.0,59,7.5,43.0,overcast,1010.05,1,Autumn,7.0,coastal,0
465,32.0,78,6.5,31.0,overcast,968.75,1,Spring,5.0,inland,2
466,40.0,96,1.0,88.0,clear,1021.63,0,Summer,7.5,mountain,2
467,27.0,77,16.0,95.0,partly cloudy,1023.17,0,Summer,10.5,coastal,2
469,-8.0,89,7.0,75.0,partly cloudy,987.39,1,Winter,4.0,inland,3
471,17.0,63,9.0,10.0,overcast,1011.5,3,Winter,6.5,inland,0
473,17.0,65,15.0,60.0,partly cloudy,1001.27,3,Autumn,4.0,mountain,1
474,41.0,38,1.5,8.0,clear,1028.58,8,Winter,9.5,inland,2
476,24.0,54,14.5,10.0,overcast,1017.7,1,Summer,5.5,coastal,0
477,25.0,51,4.0,3.0,clear,1017.49,9,Summer,7.5,mountain,2
478,22.0,47,2.5,1.0,clear,1025.67,7,Autumn,8.5,mountain,2
480,2.0,80,16.0,77.0,overcast,996.19,4,Winter,1.5,mountain,3
481,33.0,42,4.0,8.0,partly cloudy,1021.96,5,Spring,9.0,coastal,2
482,23.0,23,3.5,8.0,clear,1027.69,5,Spring,6.5,mountain,2
483,32.0,61,6.0,97.0,overcast,1000.84,0,Spring,3.0,inland,1
485,13.0,50,6.0,13.0,partly cloudy,1001.38,1,Summer,7.5,mountain,0
486,12.0,54,10.5,47.0,partly cloudy,1007.02,3,Spring,7.0,coastal,0
487,26.0,33,7.5,6.0,clear,1025.21,8,Spring,7.5,mountain,2
488,23.0,63,3.0,18.0,clear,1024.52,5,Winter,8.0,inland,2
490,-3.0,91,19.5,51.0,overcast,985.77,0,Winter,2.5,inland,3
491,12.0,56,11.5,26.0,partly cloudy,1003.73,3,Winter,5.5,coastal,0
494,4.0,62,7.0,68.0,overcast,991.16,0,Winter,4.0,mountain,3
495,-2.0,71,6.0,91.0,overcast,989.38,0,Winter,3.0,inland,3
496,22.0,78,16.5,74.0,overcast,990.53,3,Summer,4.0,mountain,1
497,29.0,83,17.5,81.0,overcast,1000.77,2,Winter,4.5,inland,1
498,28.0,67,2.5,28.0,partly cloudy,1045.99,8,Summer,3.0,coastal,0
499,3.0,74,15.5,92.0,overcast,981.7,1,Winter,1.5,mountain,3
500,29.0,82,18.0,78.0,overcast,991.54,3,Spring,4.0,inland,1
501,-10.0,75,8.5,94.0,overcast,990.03,0,Winter,4.0,mountain,3
502,18.0,75,11.0,20.0,partly cloudy,1003.14,4,Autumn,7.5,inland,0
503,39.0,39,3.5,16.0,partly cloudy,1014.76,8,Summer,8.0,inland,2
504,26.0,60,1.5,14.0,clear,1028.72,5,Autumn,8.5,inland,2
505,0.0,83,18.5,78.0,overcast,992.31,1,Winter,4.0,mountain,3
506,29.0,91,19.5,86.0,overcast,1010.19,0,Winter,4.5,coastal,1
509,20.0,48,9.0,8.0,clear,1012.09,10,Summer,6.5,coastal,2
510,43.0,60,3.5,2.0,clear,1011.03,8,Spring,7.5,mountain,2
512,26.0,83,10.5,72.0,overcast,1004.7,1,Summer,8.0,coastal,0
513,34.0,53,6.5,41.0,partly cloudy,1013.81,1,Winter,8.0,coastal,0
514,31.0,71,11.5,51.0,overcast,999.2,2,Winter,4.0,coastal,1
516,-8.0,96,16.0,91.0,overcast,998.14,1,Winter,3.5,inland,3
517,12.0,56,0.5,48.0,partly cloudy,1008.67,3,Autumn,7.0,coastal,0
518,31.0,95,5.5,79.0,overcast,994.38,3,Autumn,4.5,coastal,1
519,15.0,95,5.5,54.0,overcast,996.04,1,Winter,1.5,mountain,1
520,20.0,79,9.5,40.0,partly cloudy,1004.02,1,Spring,5.0,mountain,0
521,38.0,40,5.0,11.0,clear,1010.5,9,Autumn,9.5,coastal,2
522,25.0,27,4.0,15.0,clear,1017.86,5,Autumn,7.5,mountain,2
523,34.0,45,7.0,8.0,clear,1019.45,9,Winter,7.0,inland,2
525,27.0,72,15.5,57.0,overcast,991.14,1,Summer,4.0,coastal,1
526,37.0,57,3.5,16.0,clear,1010.9,5,Autumn,9.5,mountain,2
527,34.0,79,13.5,89.0,overcast,990.29,0,Summer,2.5,inland,1
529,31.0,29,7.0,16.0,partly cloudy,1023.21,5,Spring,7.0,coastal,2
531,3.0,88,19.0,74.0,overcast,986.86,1,Winter,3.5,inland,3
532,20.0,21,9.0,9.0,partly cloudy,1013.66,9,Autumn,7.5,coastal,2
533,31.0,52,7.0,19.0,clear,1024.37,7,Summer,8.0,mountain,2
534,39.0,34,3.5,5.0,clear,1016.3,7,Spring,7.5,inland,2
536,16.0,50,9.0,32.0,partly cloudy,1000.8,1,Autumn,7.5,mountain,0
538,-9.0,94,0.0,56.0,overcast,987.75,1,Winter,3.5,mountain,3
539,19.0,91,6.5,68.0,overcast,1016.8,2,Summer,2.0,coastal,1
540,-2.0,83,3.5,52.0,overcast,999.04,1,Winter,3.5,mountain,3
541,15.0,79,0.0,39.0,partly cloudy,1015.32,4,Summer,6.0,coastal,0
543,26.0,50,3.0,20.0,partly cloudy,1008.81,1,Summer,5.5,inland,0
545,44.0,65,6.5,3.0,clear,1021.53,8,Autumn,7.0,coastal,2
546,42.0,52,3.0,12.0,partly cloudy,1025.53,9,Summer,5.5,mountain,2
547,15.0,51,14.0,44.0,partly cloudy,1006.17,2,Summer,7.5,mountain,0
549,0.0,89,19.5,54.0,overcast,994.67,0,Winter,3.5,mountain,3
550,-9.0,88,5.0,63.0,overcast,981.68,0,Winter,3.0,inland,3
551,41.0,46,0.5,11.0,clear,1023.72,10,Autumn,7.0,inland,2
552,11.0,68,7.0,81.0,partly cloudy,1004.46,3,Summer,1.5,inland,1
554,26.0,68,6.5,32.0,overcast,1015.95,2,Spring,6.0,coastal,0
557,33.0,60,7.0,37.0,partly cloudy,1009.8,2,Summer,6.0,mountain,0
558,26.0,71,4.0,39.0,partly cloudy,1011.13,4,Spring,6.0,coastal,0
559,31.0,94,5.0,53.0,partly cloudy,1000.48,3,Winter,4.0,coastal,1
560,34.0,89,5.5,85.0,partly cloudy,994.36,0,Spring,1.5,mountain,1
561,-10.0,76,17.0,51.0,overcast,988.06,1,Winter,2.0,mountain,3
563,29.0,81,5.0,95.0,overcast,990.38,2,Winter,4.5,mountain,1
564,24.0,94,5.5,58.0,overcast,999.28,2,Winter,1.5,coastal,1
565,14.0,95,15.0,52.0,overcast,1001.31,3,Spring,2.5,coastal,1
566,28.0,66,1.5,8.0,clear,1028.57,6,Winter,8.0,coastal,2
567,16.0,79,12.5,65.0,partly cloudy,994.52,1,Spring,1.0,coastal,1
568,17.0,66,9.5,28.0,partly cloudy,1006.33,4,Summer,6.5,coastal,0
569,22.0,76,2.5,35.0,overcast,1006.76,4,Summer,7.0,inland,0
571,31.0,69,5.5,73.0,partly cloudy,1010.26,3,Winter,4.0,coastal,1
573,23.0,94,18.0,50.0,partly cloudy,1003.54,1,Summer,2.0,mountain,1
574,19.0,76,9.5,14.0,overcast,1012.3,2,Spring,6.5,inland,0
576,4.0,74,8.5,77.0,overcast,987.85,1,Winter,3.5,inland,3
577,2.0,80,12.5,93.0,overcast,987.85,1,Winter,1.5,inland,3
578,-9.0,77,3.0,97.0,overcast,990.49,0,Winter,3.0,mountain,3
579,23.0,63,2.0,16.0,partly cloudy,1015.73,4,Spring,8.5,coastal,0
580,13.0,60,5.5,31.0,overcast,1019.03,2,Spring,5.5,inland,0
581,19.0,59,1.0,25.0,overcast,1011.4,3,Autumn,5.0,coastal,0
582,17.0,89,17.5,89.0,overcast,1001.82,1,Spring,4.5,coastal,1
583,41.0,20,1.5,13.0,clear,1028.27,5,Winter,9.0,mountain,2
584,6.0,76,2.5,64.0,partly cloudy,1000.66,6,Spring,0.0,inland,3
585,33.0,36,4.5,2.0,clear,1026.57,7,Winter,8.5,coastal,2
586,11.0,57,5.0,19.0,partly cloudy,1019.91,1,Summer,7.5,inland,0
587,4.0,81,9.0,72.0,partly cloudy,995.05,0,Winter,2.5,inland,3
588,30.0,73,13.5,67.0,partly cloudy,1000.4,0,Summer,3.0,inland,1
589,27.0,64,2.0,42.0,partly cloudy,1005.59,4,Summer,8.0,mountain,0
590,32.0,91,5.5,67.0,overcast,1004.63,3,Summer,2.0,mountain,1
591,-2.0,60,11.0,61.0,overcast,986.79,0,Winter,3.5,inland,3
593,3.0,72,10.0,78.0,overcast,987.7,1,Winter,4.5,inland,3
594,-8.0,92,5.5,54.0,overcast,999.41,1,Winter,3.0,mountain,3
596,34.0,71,4.0,42.0,partly cloudy,1001.55,4,Summer,7.0,mountain,0
597,38.0,44,5.5,7.0,partly cloudy,1015.53,5,Summer,9.5,inland,2
598,22.0,57,5.0,2.0,clear,1026.21,5,Autumn,8.0,mountain,2
599,20.0,20,8.0,7.0,clear,1027.65,6,Spring,9.5,inland,2
600,-8.0,60,6.0,77.0,overcast,983.66,0,Winter,2.5,inland,3
602,-9.0,70,5.0,67.0,partly cloudy,980.37,0,Winter,4.5,mountain,3
603,39.0,42,3.0,19.0,partly cloudy,1011.63,7,Winter,6.0,inland,2
604,21.0,86,9.5,58.0,partly cloudy,997.76,1,Spring,3.0,mountain,1
605,-3.0,99,5.0,87.0,partly cloudy,987.24,1,Winter,3.0,inland,3
606,29.0,46,6.0,9.0,clear,1014.94,5,Spring,6.5,inland,2
607,30.0,60,6.5,75.0,overcast,998.88,1,Autumn,4.0,coastal,1
608,39.0,29,0.5,16.0,clear,1017.52,5,Spring,6.0,coastal,2
609,30.0,64,7.0,51.0,overcast,1014.89,3,Summer,3.5,inland,1
610,-1.0,82,3.0,64.0,overcast,991.36,1,Winter,3.5,inland,3
611,26.0,82,18.5,90.0,overcast,994.41,2,Spring,3.0,mountain,1
612,11.0,74,6.0,86.0,overcast,1009.58,3,Spring,2.5,mountain,1
613,26.0,23,3.0,13.0,clear,1014.87,5,Summer,7.5,coastal,2
614,12.0,75,19.5,66.0,partly cloudy,1019.53,1,Autumn,4.5,coastal,1
615,-12.0,24,3.0,50.0,partly cloudy,1016.12,3,Summer,6.5,inland,2
616,32.0,60,9.0,52.0,overcast,992.85,3,Winter,4.5,coastal,1
618,24.0,78,7.0,27.0,partly cloudy,1004.99,4,Summer,6.5,coastal,0
619,36.0,33,8.5,2.0,partly cloudy,1025.96,6,Summer,9.0,coastal,2
620,-7.0,81,6.0,85.0,overcast,985.67,0,Winter,2.0,mountain,3
621,21.0,58,7.5,16.0,overcast,1019.37,2,Autumn,7.5,inland,0
622,16.0,76,9.0,65.0,overcast,1006.24,3,Spring,2.5,coastal,1
624,18.0,71,9.0,91.0,overcast,995.69,1,Spring,1.0,inland,1
625,-8.0,63,0.5,73.0,overcast,994.16,1,Winter,3.0,mountain,3
626,1.0,63,11.5,82.0,overcast,997.03,0,Winter,1.5,inland,3
627,19.0,91,10.0,62.0,overcast,1004.94,2,Winter,2.0,coastal,1
628,35.0,40,7.0,5.0,partly cloudy,1013.66,9,Summer,9.5,inland,2
629,-4.0,74,17.0,56.0,overcast,980.29,1,Winter,2.5,mountain,3
630,20.0,98,18.0,78.0,partly cloudy,1007.06,0,Autumn,2.0,coastal,1
631,34.0,24,10.0,1.0,clear,1019.98,10,Summer,7.0,mountain,2
632,40.0,26,9.0,19.0,clear,1023.2,6,Summer,9.0,inland,2
633,33.0,80,14.0,77.0,overcast,1016.88,1,Autumn,4.5,coastal,1
634,-2.0,96,6.0,66.0,overcast,984.93,0,Winter,1.5,inland,3
635,0.0,84,17.0,96.0,overcast,989.75,0,Winter,1.0,mountain,3
637,34.0,67,18.0,88.0,overcast,1018.97,1,Summer,3.5,coastal,1
638,13.0,73,3.0,33.0,partly cloudy,1013.57,2,Spring,5.5,inland,0
640,2.0,95,10.5,50.0,partly cloudy,995.71,0,Winter,5.0,mountain,3
641,0.0,76,14.5,95.0,overcast,996.54,1,Winter,2.0,mountain,3
642,-9.0,70,6.5,93.0,overcast,988.14,1,Winter,2.5,inland,3
643,29.0,70,7.5,91.0,overcast,1019.22,2,Spring,3.0,mountain,1
644,14.0,65,17.5,74.0,overcast,1004.29,2,Winter,2.0,inland,1
645,22.0,69,11.5,26.0,overcast,1000.43,4,Summer,6.5,inland,0
646,21.0,90,15.0,83.0,overcast,995.43,1,Summer,1.5,mountain,1
647,24.0,51,8.0,26.0,partly cloudy,1018.31,2,Spring,6.5,mountain,0
648,15.0,91,6.5,92.0,overcast,993.62,0,Spring,2.5,inland,1
649,37.0,64,4.0,54.0,cloudy,941.95,6,Autumn,8.5,mountain,2
650,30.0,58,1.5,41.0,partly cloudy,1000.16,3,Summer,6.5,inland,0
651,20.0,63,20.0,55.0,overcast,1017.9,3,Summer,1.0,inland,1
653,27.0,21,1.5,9.0,clear,1028.6,7,Autumn,6.0,inland,2
654,36.0,78,12.5,86.0,partly cloudy,1017.41,7,Winter,2.5,inland,0
656,-8.0,68,11.0,76.0,overcast,989.03,0,Winter,3.5,mountain,3
657,33.0,26,6.5,5.0,clear,1029.26,7,Summer,9.5,coastal,2
658,3.0,64,15.0,54.0,overcast,990.39,0,Winter,1.5,inland,3
659,10.0,77,11.5,79.0,partly cloudy,1002.35,3,Autumn,2.5,coastal,1
660,-10.0,65,7.5,78.0,overcast,999.97,0,Winter,4.5,inland,3
661,3.0,96,3.0,68.0,overcast,984.04,1,Winter,4.0,inland,3
662,-6.0,60,12.0,79.0,partly cloudy,997.36,1,Winter,2.0,inland,3
664,-10.0,97,4.0,93.0,partly cloudy,987.18,1,Winter,3.5,mountain,3
665,34.0,77,4.0,46.0,overcast,1015.98,1,Winter,5.0,coastal,0
666,11.0,87,15.5,66.0,partly cloudy,990.51,1,Winter,3.0,inland,1
667,-5.0,80,3.0,99.0,overcast,989.91,0,Winter,1.5,mountain,3
668,28.0,65,6.5,44.0,partly cloudy,1016.96,3,Autumn,5.0,inland,0
669,18.0,63,1.0,15.0,partly cloudy,1001.89,1,Winter,9.0,inland,0
670,21.0,35,1.0,19.0,partly cloudy,1029.78,5,Winter,7.0,mountain,2
671,14.0,90,18.0,73.0,overcast,991.27,3,Winter,2.0,inland,1
672,33.0,63,4.0,15.0,clear,1022.72,7,Autumn,6.5,coastal,2
673,11.0,93,10.0,63.0,partly cloudy,1007.74,3,Autumn,5.0,mountain,1
675,20.0,67,0.0,48.0,partly cloudy,1010.23,4,Winter,7.0,mountain,0
676,-6.0,70,9.5,62.0,overcast,986.98,1,Winter,2.5,mountain,3
677,11.0,87,19.5,84.0,overcast,1000.8,2,Spring,3.5,inland,1
678,33.0,65,7.5,45.0,partly cloudy,1019.07,1,Summer,9.0,coastal,0
679,22.0,62,14.0,91.0,overcast,1019.57,3,Spring,4.0,inland,1
680,27.0,50,4.5,15.0,clear,1012.86,10,Spring,8.5,mountain,2
681,-7.0,98,1.0,98.0,overcast,987.4,0,Winter,2.5,inland,3
682,12.0,69,4.5,29.0,overcast,1012.37,4,Autumn,8.5,inland,0
684,35.0,49,3.5,13.0,partly cloudy,1016.25,5,Spring,8.0,mountain,2
685,-10.0,68,3.0,70.0,overcast,987.09,0,Winter,3.5,inland,3
689,25.0,51,3.5,6.0,clear,1021.18,10,Winter,7.5,mountain,2
690,44.0,64,9.0,15.0,partly cloudy,1025.71,5,Summer,8.5,inland,2
691,31.0,63,17.0,53.0,overcast,1016.02,1,Spring,2.0,coastal,1
693,20.0,67,4.0,27.0,overcast,1010.5,2,Spring,8.0,coastal,0
694,28.0,53,8.0,16.0,clear,1016.17,6,Summer,9.0,coastal,2
695,4.0,85,13.0,95.0,overcast,988.3,0,Winter,1.5,inland,3
697,21.0,61,2.0,33.0,partly cloudy,1014.64,4,Autumn,7.0,mountain,0
698,3.0,89,7.0,82.0,overcast,998.9,1,Winter,3.0,mountain,3
699,-3.0,96,3.0,91.0,partly cloudy,994.14,8,Winter,2.5,mountain,3
700,28.0,63,5.0,2.0,clear,1010.5,10,Winter,7.5,coastal,2
701,39.0,69,4.5,11.0,clear,1012.36,8,Winter,7.5,coastal,2
703,26.0,54,13.0,46.0,partly cloudy,1011.35,1,Autumn,6.0,mountain,0
704,29.0,51,11.5,14.0,partly cloudy,1016.46,3,Winter,5.0,coastal,0
705,38.0,22,5.0,7.0,clear,1016.55,8,Autumn,9.0,inland,2
706,26.0,99,18.0,67.0,overcast,1015.24,2,Summer,3.0,inland,1
708,21.0,57,2.5,45.0,partly cloudy,1007.93,1,Autumn,5.5,coastal,0
710,40.0,21,5.5,7.0,clear,1010.93,7,Autumn,9.0,inland,2
711,35.0,42,6.0,11.0,clear,1024.48,5,Summer,7.5,coastal,2
712,3.0,97,3.0,66.0,overcast,991.12,1,Winter,3.5,inland,3
713,23.0,83,9.5,90.0,overcast,1010.97,3,Winter,3.5,inland,1
714,19.0,74,6.5,37.0,overcast,1018.34,2,Winter,7.0,coastal,0
715,32.0,71,14.0,24.0,partly cloudy,1000.28,4,Summer,6.0,mountain,0
717,-8.0,82,13.0,90.0,overcast,985.99,1,Winter,1.0,mountain,3
719,13.0,52,11.5,44.0,partly cloudy,1003.47,3,Summer,8.5,coastal,0
720,18.0,73,11.5,12.0,overcast,1006.46,1,Spring,7.5,inland,0
721,43.0,30,5.5,7.0,clear,1028.14,5,Summer,5.5,inland,2
722,14.0,73,13.0,40.0,overcast,1016.96,1,Autumn,8.0,coastal,0
723,10.0,53,6.0,43.0,partly cloudy,1005.75,4,Summer,5.5,mountain,0
724,28.0,72,8.0,71.0,overcast,1003.7,1,Summer,2.5,inland,1
725,-7.0,72,6.5,94.0,overcast,999.86,0,Winter,3.5,inland,3
726,3.0,89,17.0,80.0,partly cloudy,980.91,1,Winter,4.5,mountain,3
727,10.0,63,15.5,98.0,overcast,1007.79,2,Spring,1.5,inland,1
728,23.0,75,13.0,48.0,partly cloudy,1018.2,2,Winter,8.5,inland,0
729,30.0,65,10.0,67.0,overcast,1001.1,2,Spring,3.5,mountain,1
731,-8.0,70,2.5,84.0,overcast,985.21,1,Winter,2.5,mountain,3
734,14.0,81,18.5,79.0,partly cloudy,1005.82,1,Spring,1.5,coastal,1
735,10.0,76,15.0,53.0,overcast,1001.63,0,Spring,4.5,mountain,1
736,15.0,63,10.0,83.0,overcast,1016.68,0,Summer,2.5,coastal,1
738,25.0,68,0.0,37.0,overcast,1008.06,2,Winter,7.5,mountain,0
739,24.0,63,14.5,47.0,partly cloudy,1016.18,1,Spring,5.5,mountain,0
740,-5.0,76,11.0,86.0,overcast,984.05,1,Winter,2.5,mountain,3
741,16.0,67,6.5,30.0,partly cloudy,1011.71,4,Summer,6.0,inland,0
743,22.0,62,9.0,26.0,partly cloudy,1019.79,1,Autumn,9.0,inland,0
744,-10.0,87,1.5,76.0,partly cloudy,982.49,1,Winter,1.5,inland,3
745,22.0,56,0.5,29.0,partly cloudy,1019.41,1,Spring,7.0,inland,0
746,28.0,46,8.0,11.0,clear,1010.17,6,Winter,5.5,coastal,2
747,0.0,71,1.5,67.0,overcast,995.64,1,Winter,3.5,inland,3
748,12.0,82,18.0,78.0,overcast,1018.01,1,Winter,4.5,coastal,1
749,32.0,93,15.0,51.0,overcast,1010.4,0,Autumn,3.0,coastal,1
750,-10.0,96,13.0,97.0,overcast,998.31,1,Winter,1.0,inland,3
751,30.0,51,3.0,48.0,partly cloudy,1012.49,3,Autumn,6.5,inland,0
752,-6.0,67,12.0,89.0,overcast,998.75,0,Winter,3.0,mountain,3
753,31.0,69,16.0,50.0,partly cloudy,1016.26,2,Winter,4.5,inland,1
754,36.0,61,2.5,14.0,clear,1019.32,5,Winter,6.0,coastal,2
755,-9.0,96,0.0,65.0,overcast,999.81,0,Winter,3.5,inland,3
756,23.0,57,12.5,21.0,overcast,1008.93,2,Autumn,8.0,mountain,0
757,33.0,53,6.0,44.0,partly cloudy,1011.26,2,Spring,5.5,mountain,0
760,30.0,53,2.0,22.0,overcast,1004.61,2,Spring,8.0,coastal,0
761,29.0,71,7.5,22.0,partly cloudy,1002.82,1,Autumn,8.0,inland,0
762,-3.0,96,5.0,53.0,partly cloudy,982.79,1,Winter,3.0,mountain,3
763,19.0,67,12.5,98.0,partly cloudy,994.55,1,Autumn,3.0,coastal,1
764,23.0,70,9.5,38.0,partly cloudy,1019.56,1,Summer,7.0,mountain,0
765,22.0,66,7.0,23.0,overcast,1005.65,2,Winter,8.5,coastal,0
768,37.0,40,2.0,13.0,partly cloudy,1018.46,5,Spring,10.0,inland,2
769,34.0,68,10.5,62.0,overcast,1012.09,2,Summer,2.0,coastal,1
770,23.0,67,9.0,21.0,overcast,1002.66,1,Spring,6.5,mountain,0
771,0.0,94,9.5,76.0,overcast,997.53,0,Winter,4.0,mountain,3
772,-10.0,61,7.5,50.0,overcast,980.37,0,Winter,4.0,mountain,3
773,-1.0,83,19.0,85.0,partly cloudy,982.46,7,Winter,4.0,inland,3
775,12.0,98,19.5,61.0,partly cloudy,1004.98,1,Winter,3.5,mountain,1
776,30.0,60,12.0,14.0,overcast,1009.05,1,Autumn,6.0,mountain,0
777,18.0,39,12.0,39.0,overcast,988.64,6,Spring,9.0,mountain,3
779,12.0,93,9.5,86.0,overcast,996.35,0,Spring,1.5,coastal,1
780,27.0,75,21.0,70.0,partly cloudy,1000.86,6,Spring,4.5,coastal,0
781,20.0,83,11.0,70.0,overcast,1003.02,1,Spring,4.5,inland,1
782,-4.0,86,14.5,84.0,overcast,993.7,1,Winter,2.0,mountain,3
784,38.0,48,3.5,5.0,clear,1012.26,5,Autumn,9.5,mountain,2
786,25.0,64,11.5,58.0,overcast,1015.31,2,Spring,3.5,coastal,1
787,25.0,67,7.5,62.0,overcast,1008.04,3,Autumn,2.0,mountain,1
788,20.0,61,1.0,4.0,clear,1019.47,6,Summer,9.0,mountain,2
789,10.0,70,12.0,30.0,overcast,1013.4,3,Winter,6.0,inland,0
790,22.0,75,10.0,31.0,overcast,1000.79,4,Winter,7.0,inland,0
791,4.0,81,9.5,80.0,partly cloudy,984.34,1,Winter,1.5,mountain,3
792,11.0,50,1.5,14.0,overcast,1015.95,3,Winter,6.5,mountain,0
793,14.0,65,16.5,96.0,partly cloudy,1007.99,0,Autumn,1.0,mountain,1
794,33.0,97,18.5,82.0,overcast,1008.39,0,Winter,4.0,inland,1
795,-9.0,85,15.0,88.0,overcast,983.37,1,Winter,4.5,inland,3
796,18.0,75,15.5,67.0,overcast,1015.03,0,Spring,2.0,mountain,1
797,2.0,91,10.5,93.0,overcast,996.91,1,Winter,4.5,mountain,3
798,19.0,66,5.0,64.0,partly cloudy,1012.05,0,Autumn,1.0,inland,1
799,25.0,54,7.0,47.0,partly cloudy,1011.13,3,Spring,7.0,inland,0
802,34.0,68,13.0,62.0,overcast,997.87,1,Summer,2.5,coastal,1
805,4.0,63,9.5,59.0,overcast,994.63,0,Winter,2.5,inland,3
806,0.0,82,17.5,92.0,overcast,986.86,0,Winter,5.0,mountain,3
808,37.0,25,9.5,6.0,partly cloudy,1028.14,6,Spring,9.0,inland,2
809,18.0,70,9.0,92.0,overcast,1009.71,3,Spring,2.0,coastal,1
810,23.0,21,0.0,16.0,clear,1025.67,6,Autumn,9.0,inland,2
813,31.0,60,7.0,81.0,partly cloudy,997.83,1,Winter,3.5,coastal,1
814,20.0,55,6.5,42.0,overcast,1006.69,1,Spring,8.5,coastal,0
815,34.0,62,13.5,60.0,overcast,1013.58,2,Spring,3.5,inland,1
816,17.0,73,17.5,93.0,overcast,1003.31,1,Winter,3.0,coastal,1
817,16.0,66,13.5,19.0,overcast,1009.24,2,Autumn,5.0,coastal,0
818,13.0,85,9.5,71.0,partly cloudy,1013.06,0,Summer,1.5,inland,1
819,29.0,75,11.5,14.0,partly cloudy,1010.79,1,Winter,9.0,inland,0
820,-10.0,95,4.0,62.0,overcast,984.07,0,Winter,1.5,inland,3
821,30.0,90,13.0,63.0,partly cloudy,1019.57,1,Spring,3.0,coastal,1
823,19.0,95,2.0,74.0,partly cloudy,1003.75,4,Spring,2.0,inland,0
824,20.0,69,7.0,82.0,overcast,1010.36,1,Autumn,2.0,mountain,1
825,25.0,93,11.5,96.0,partly cloudy,1003.56,3,Summer,2.5,mountain,1
826,21.0,50,5.0,47.0,partly cloudy,1010.87,3,Winter,9.0,inland,0
829,31.0,68,13.5,82.0,overcast,1019.94,3,Spring,2.0,inland,1
830,18.0,67,15.0,73.0,partly cloudy,1005.72,0,Autumn,4.5,inland,1
832,16.0,80,9.0,85.0,partly cloudy,1016.83,6,Spring,8.0,coastal,2
833,29.0,58,0.0,28.0,overcast,1007.84,3,Spring,6.0,mountain,0
